source,destination,distance_in_km,time_of_day,traffic_level,weather,route_risk,delay_probability,risk_level,time_delay
Noida,Meerut,18,Night,Low,Clear,9.448108782,0.200129693,Low,1.48524674
Noida,Sonipat,18,Afternoon,High,Storm,9.99932721,0.815732048,Medium,1.425474876
Sonipat,Meerut,70,Night,Medium,Rain,9.667531645,0.869952278,Medium,2.168818619
Mathura,Faridabad,28,Afternoon,Low,Rain,1.887224461,0.00049732,Low,4.733599168
Faridabad,Meerut,28,Night,High,Clear,0.324804799,0.024769967,Low,1.405247478
Meerut,Sonipat,70,Morning,Medium,Storm,9.85894527,0.748633075,Medium,1.280584858
Sonipat,Ghaziabad,22,Afternoon,Low,Clear,8.039959683,0.823385985,Medium,9.913958382
Sonipat,Noida,18,Evening,High,Rain,2.205915098,0.892882089,Medium,2.701419165
Meerut,Ghaziabad,22,Evening,High,Storm,2.837586136,0.556967798,Low,1.061269057
Delhi,Ghaziabad,20,Evening,High,Rain,3.313878187,0.999802286,Medium,9.509976086
Sonipat,Delhi,20,Morning,Low,Storm,8.025816984,0.319823592,Low,9.992716045
Noida,Faridabad,18,Night,Low,Clear,9.817926762,0.984737258,Medium,6.758181957
Noida,Ghaziabad,18,Morning,High,Clear,8.451102246,0.976309952,Medium,8.885004423
Sonipat,Gurugram,32,Night,Medium,Clear,9.934843249,0.916166167,Medium,1.736793297
Ghaziabad,Noida,18,Morning,Low,Storm,4.484115984,0.990280486,Low,9.721465673
Gurugram,Ghaziabad,32,Night,Medium,Rain,5.569735636,0.170627791,Medium,8.389195403
Sonipat,Ghaziabad,22,Night,Medium,Rain,9.457121852,0.99152319,Medium,3.170705837
Noida,Delhi,20,Afternoon,Medium,Rain,9.875416374,0.183087591,Medium,9.574498316
Ghaziabad,Mathura,22,Morning,High,Storm,9.999997914,0.650868836,Medium,7.781664271
Mathura,Ghaziabad,22,Evening,Low,Clear,6.599014085,0.792110487,Medium,8.838482483
Mathura,Faridabad,28,Morning,Low,Clear,9.080005912,0.999082748,Medium,9.153406335
Noida,Faridabad,18,Morning,Medium,Storm,5.895977248,0.290568335,Low,1.928902357
Sonipat,Meerut,70,Night,Low,Storm,4.473718729,0.237724336,Low,6.981363518
Delhi,Gurugram,20,Morning,High,Rain,9.999994728,0.885483379,Medium,4.562394484
Gurugram,Ghaziabad,32,Night,Low,Storm,9.95635727,0.999903149,Medium,1.450856806
Noida,Mathura,18,Night,Low,Clear,0.317746602,0.882003853,Low,7.944256339
Sonipat,Gurugram,32,Afternoon,Low,Rain,3.014266922,0.56624129,Low,0.971941919
Noida,Sonipat,18,Night,High,Storm,9.215899007,0.802757303,Medium,8.639694245
Noida,Ghaziabad,18,Afternoon,Low,Clear,4.904258862,0.821207832,Low,9.993492742
Gurugram,Mathura,32,Night,Medium,Clear,9.999681643,0.999999582,Medium,1.975644018
Sonipat,Gurugram,32,Afternoon,High,Clear,9.967158324,0.063413509,Low,7.752032306
Mathura,Gurugram,32,Morning,Low,Rain,9.898636197,0.828498128,Medium,9.715600492
Meerut,Gurugram,32,Evening,Low,Storm,2.003432568,0.117893147,Low,9.486838079
Gurugram,Mathura,32,Night,Low,Rain,2.227033083,0.987346757,Medium,0.461794478
Noida,Sonipat,18,Evening,Medium,Clear,9.999972499,0.977789731,Medium,9.955460436
Delhi,Faridabad,20,Afternoon,High,Rain,8.023139093,0.102868109,Medium,9.990704998
Ghaziabad,Sonipat,22,Morning,High,Rain,9.989283824,0.883482389,Medium,6.637582468
Sonipat,Gurugram,32,Afternoon,Low,Clear,0.616476427,0.617303406,Low,8.059884524
Ghaziabad,Gurugram,32,Afternoon,Medium,Rain,9.99962881,0.177688046,Medium,8.463801832
Noida,Sonipat,18,Evening,Medium,Storm,9.999903718,0.532737115,Medium,6.552904327
Meerut,Mathura,70,Morning,Low,Rain,3.336956144,0.551090505,Medium,1.779154668
Sonipat,Faridabad,28,Morning,Low,Clear,9.999443317,0.625975972,Medium,1.934407964
Faridabad,Gurugram,32,Night,Low,Clear,9.984222853,0.999921075,Medium,7.067726217
Gurugram,Ghaziabad,32,Evening,Medium,Rain,8.593804089,0.549476959,Medium,0.768639763
Mathura,Faridabad,28,Evening,Low,Storm,6.179735119,0.464501088,Low,0.737755336
Delhi,Noida,20,Evening,Low,Clear,7.68735846,0.891018993,Medium,0.926554376
Faridabad,Meerut,28,Night,High,Storm,2.867380638,0.000169774,Low,9.275313172
Gurugram,Meerut,32,Night,Low,Rain,9.993324725,0.784304491,Medium,9.665354373
Sonipat,Delhi,20,Morning,High,Rain,9.995314246,0.980425246,Medium,8.990946902
Delhi,Mathura,20,Night,Low,Storm,9.421274833,0.870878407,Medium,7.354891611
Meerut,Gurugram,32,Evening,High,Clear,8.480473043,0.999941322,Medium,9.998712095
Mathura,Gurugram,32,Night,Medium,Clear,0.979648546,0.013586873,Low,9.845808985
Ghaziabad,Meerut,22,Evening,Low,Clear,5.614516417,0.838726941,Low,2.377293219
Ghaziabad,Sonipat,22,Afternoon,Medium,Storm,6.622444967,0.999981032,Medium,3.154825284
Mathura,Faridabad,28,Evening,High,Clear,8.798418059,0.796249173,Medium,9.536378008
Ghaziabad,Faridabad,22,Afternoon,High,Storm,9.999296519,0.958541529,High,0.240433401
Noida,Mathura,18,Afternoon,High,Storm,0.03231557,0.163600273,Low,1.83069856
Faridabad,Gurugram,32,Afternoon,Low,Rain,9.957558788,0.960998823,Medium,0.643355581
Mathura,Sonipat,160,Morning,High,Storm,3.634424337,0.039741302,Low,9.965229401
Sonipat,Ghaziabad,22,Morning,High,Rain,1.829413355,0.858857076,Medium,7.608986318
Sonipat,Faridabad,28,Morning,Low,Storm,2.661707852,0.209157859,Low,1.753446288
Gurugram,Faridabad,32,Afternoon,Low,Clear,4.749548622,0.061802941,Low,5.676549041
Delhi,Sonipat,20,Afternoon,Medium,Clear,6.865557157,0.901718201,Medium,8.242732973
Mathura,Noida,18,Evening,Medium,Rain,8.636969738,0.956683244,Medium,1.94830994
Meerut,Delhi,20,Afternoon,Low,Rain,1.383089009,0.86403307,Medium,8.893323551
Sonipat,Mathura,160,Morning,High,Storm,7.513637061,0.308804034,Medium,9.50761583
Delhi,Noida,20,Evening,Medium,Rain,9.84928131,0.985518772,Medium,7.897784423
Noida,Delhi,20,Afternoon,Low,Clear,3.787247911,0.072502655,Low,5.378263691
Gurugram,Faridabad,32,Night,Low,Storm,9.999895553,0.957192804,Medium,3.197287558
Gurugram,Noida,18,Morning,Low,Rain,9.604489546,0.423049873,Medium,0.863254773
Meerut,Faridabad,28,Morning,High,Storm,8.944278875,0.969818718,High,1.745977309
Ghaziabad,Noida,18,Afternoon,Medium,Storm,4.767451832,0.970021746,Medium,6.470509335
Gurugram,Delhi,20,Morning,Low,Storm,9.999999913,0.999996091,Medium,5.242054194
Mathura,Faridabad,28,Afternoon,Low,Clear,9.294426465,0.758234432,Medium,2.447450828
Delhi,Sonipat,20,Night,Low,Clear,9.977712538,0.188815248,Low,9.50134012
Sonipat,Noida,18,Night,Low,Clear,8.178699925,0.999220263,Medium,6.298252255
Ghaziabad,Delhi,20,Evening,Medium,Storm,8.879663513,0.607995178,Medium,0.152513086
Gurugram,Ghaziabad,32,Afternoon,Low,Storm,3.382817889,0.933688195,Low,9.813387653
Gurugram,Sonipat,32,Morning,Medium,Clear,0.814733032,0.236841218,Low,7.934609157
Meerut,Noida,18,Evening,High,Clear,6.498220812,0.470025372,Low,1.572248668
Delhi,Meerut,20,Night,High,Clear,9.606873419,0.921450472,Medium,0.871712975
Gurugram,Ghaziabad,32,Evening,Medium,Clear,6.298552174,0.775255315,Medium,0.384924368
Faridabad,Meerut,28,Night,High,Storm,3.683270708,0.609867269,Low,8.542656421
Faridabad,Noida,18,Morning,Low,Clear,9.941043629,0.999905673,Medium,1.217795516
Gurugram,Noida,18,Morning,Low,Rain,1.194156909,0.700482396,Medium,4.74312096
Noida,Faridabad,18,Night,Low,Storm,5.06863181,0.407609095,Low,2.044019153
Faridabad,Delhi,20,Afternoon,Low,Clear,7.613797346,0.635659969,Medium,7.974410658
Sonipat,Faridabad,28,Morning,Medium,Storm,8.924679402,0.981880566,Medium,9.757521606
Mathura,Ghaziabad,22,Evening,High,Storm,0.53269424,0.999952534,Low,7.950419312
Noida,Mathura,18,Afternoon,Low,Rain,7.168254311,0.173646261,Medium,1.511021569
Noida,Faridabad,18,Afternoon,Medium,Storm,9.973948515,0.804753692,Medium,4.291772723
Meerut,Gurugram,32,Evening,Medium,Rain,9.611832025,0.972376687,Medium,7.392535946
Faridabad,Sonipat,28,Evening,Low,Storm,4.145908187,0.75849011,Low,9.339912984
Delhi,Gurugram,20,Afternoon,Low,Rain,8.001381245,0.919868075,Medium,9.012470343
Delhi,Gurugram,20,Morning,Medium,Rain,4.70495198,0.770705265,Medium,8.534204573
Mathura,Ghaziabad,22,Morning,High,Clear,5.465331259,0.999601869,Low,0.387103084
Gurugram,Delhi,20,Evening,Medium,Storm,6.658003228,0.461101945,Medium,9.97288889
Delhi,Ghaziabad,20,Afternoon,Low,Storm,6.905910267,0.632984353,Medium,7.622780202
Noida,Faridabad,18,Afternoon,Low,Storm,6.554567742,0.998105389,Medium,1.643454747
Faridabad,Gurugram,32,Afternoon,Low,Clear,5.110332811,0.443199324,Low,0.629825172
Faridabad,Ghaziabad,22,Afternoon,High,Storm,9.983120516,0.999999561,High,0.785910848
Sonipat,Meerut,70,Morning,Medium,Clear,2.10659443,0.981644758,Medium,0.779818292
Ghaziabad,Delhi,20,Morning,High,Rain,5.782081498,0.49535785,Low,0.350039936
Delhi,Ghaziabad,20,Morning,High,Clear,1.927873501,0.001404022,Low,9.561175497
Sonipat,Noida,18,Night,High,Storm,2.751436772,0.543409008,Low,6.432484985
Gurugram,Delhi,20,Night,High,Clear,9.743798564,0.004299254,Low,9.486662543
Mathura,Sonipat,160,Evening,High,Clear,3.049530779,0.256357042,Low,9.476051884
Faridabad,Delhi,20,Morning,Low,Clear,5.286262533,0.990851479,Low,9.788180147
Meerut,Gurugram,32,Evening,High,Clear,1.329442033,0.969960564,Low,9.854388204
Faridabad,Delhi,20,Morning,Medium,Clear,4.303608443,0.829329834,Medium,8.82223934
Noida,Ghaziabad,18,Afternoon,Medium,Clear,9.419057397,0.52614544,Medium,2.838871477
Gurugram,Meerut,32,Morning,Low,Rain,0.062043385,0.036830217,Low,9.839934538
Sonipat,Delhi,20,Afternoon,Low,Rain,9.369553877,0.501140051,Medium,1.376563113
Delhi,Meerut,20,Morning,Medium,Clear,9.559506641,0.953178704,Medium,4.760250744
Faridabad,Meerut,28,Evening,High,Rain,0.298321872,0.253643092,Low,9.976754748
Delhi,Gurugram,20,Night,High,Clear,9.999984114,0.426520285,Low,7.359716501
Meerut,Delhi,20,Afternoon,Low,Storm,7.351659427,0.939223394,Medium,1.925990718
Noida,Ghaziabad,18,Morning,Medium,Rain,4.507274205,0.297495565,Medium,6.09027283
Meerut,Delhi,20,Afternoon,High,Storm,8.968990981,0.999873341,High,7.09576745
Faridabad,Delhi,20,Morning,High,Storm,9.902644896,0.544262981,Low,2.159465653
Mathura,Gurugram,32,Afternoon,Low,Clear,9.955845292,0.628807013,Medium,7.910496224
Sonipat,Faridabad,28,Night,Low,Storm,0.333804738,0.999220606,Low,8.666886012
Mathura,Gurugram,32,Afternoon,High,Storm,1.94992314,0.858336849,Low,1.350299368
Noida,Ghaziabad,18,Morning,High,Rain,3.976024835,0.999993826,Medium,9.154639339
Meerut,Ghaziabad,22,Night,High,Rain,9.998942241,0.973052128,Medium,1.921012323
Faridabad,Noida,18,Evening,Low,Rain,3.699667697,0.259872418,Low,1.817080457
Sonipat,Gurugram,32,Evening,Low,Clear,9.997638029,0.13294267,Low,6.386564064
Mathura,Sonipat,160,Morning,Low,Clear,8.31202822,0.924049184,Medium,7.452259218
Faridabad,Sonipat,28,Night,High,Clear,9.512758658,0.778476608,Medium,0.90801402
Gurugram,Noida,18,Morning,Medium,Rain,0.905003267,0.992805469,Medium,1.523988791
Noida,Meerut,18,Morning,High,Clear,8.595147618,0.989153144,Medium,0.211529895
Mathura,Faridabad,28,Morning,High,Storm,9.882485544,0.103790559,Low,6.088516193
Sonipat,Noida,18,Night,High,Clear,4.685963754,0.996862064,Low,1.125348393
Faridabad,Mathura,28,Morning,High,Rain,8.745602773,0.809534414,Medium,8.510318778
Mathura,Meerut,70,Morning,High,Clear,2.685261249,0.653503655,Medium,9.480761493
Faridabad,Mathura,28,Afternoon,Medium,Clear,9.473514701,0.944594014,Medium,0.377605239
Sonipat,Noida,18,Afternoon,Low,Rain,9.506067547,0.903882134,Medium,7.061616327
Gurugram,Mathura,32,Night,Low,Rain,9.991386854,0.999999967,Medium,2.275337682
Delhi,Gurugram,20,Afternoon,Low,Clear,5.131436808,0.999986819,Low,3.201276609
Ghaziabad,Noida,18,Afternoon,Medium,Storm,8.753928913,0.173732039,Medium,9.999861598
Delhi,Mathura,20,Morning,High,Storm,9.94050584,0.00985943,Low,9.999960301
Faridabad,Sonipat,28,Night,Low,Clear,8.73932036,0.994632916,Medium,9.155758103
Gurugram,Faridabad,32,Night,High,Clear,9.958529666,0.035667511,Low,9.974648912
Mathura,Noida,18,Evening,Medium,Storm,8.688831425,0.925873918,Medium,5.478065764
Gurugram,Delhi,20,Night,Medium,Clear,7.808177605,0.069568168,Medium,5.452275339
Delhi,Faridabad,20,Night,Low,Clear,9.925986665,0.906265005,Medium,5.934299255
Delhi,Gurugram,20,Morning,Medium,Storm,9.999922204,0.005800088,Medium,0.890993959
Mathura,Delhi,20,Afternoon,Medium,Clear,3.038637779,0.951076427,Medium,1.016367311
Mathura,Gurugram,32,Morning,High,Rain,9.996075212,0.278696415,Medium,9.208088891
Meerut,Sonipat,70,Night,Medium,Storm,0.48372794,0.773145202,Medium,9.724379042
Faridabad,Ghaziabad,22,Evening,Low,Storm,9.160853973,0.999641365,Medium,1.913105037
Noida,Mathura,18,Afternoon,High,Storm,9.564523021,0.99888738,High,9.509872161
Noida,Mathura,18,Evening,High,Clear,9.539366998,0.950284761,Medium,7.181698141
Noida,Faridabad,18,Afternoon,Low,Storm,5.752919946,0.903768155,Low,8.917266384
Meerut,Sonipat,70,Morning,Low,Clear,8.071117987,0.903606318,Medium,9.487255438
Gurugram,Delhi,20,Night,Medium,Rain,4.864089336,0.587124047,Medium,4.947911272
Gurugram,Meerut,32,Morning,Low,Clear,9.395433755,0.997677711,Medium,5.032288526
Sonipat,Gurugram,32,Morning,Low,Rain,9.287604606,0.757294242,Medium,8.088681773
Faridabad,Meerut,28,Afternoon,High,Rain,9.973630991,0.999984347,Medium,9.821495768
Noida,Faridabad,18,Morning,Low,Storm,4.849186854,0.048516876,Low,2.341004154
Faridabad,Gurugram,32,Night,Medium,Rain,9.923726876,0.992976085,Medium,0.573417379
Noida,Ghaziabad,18,Afternoon,Low,Storm,9.902790659,0.9998285,Medium,9.9906832
Meerut,Delhi,20,Morning,High,Clear,2.095189008,0.463961845,Low,4.227129391
Delhi,Noida,20,Night,Low,Rain,8.991572288,0.999383602,Medium,7.381401
Sonipat,Ghaziabad,22,Night,High,Clear,0.795236165,0.67902481,Low,1.530729389
Faridabad,Gurugram,32,Afternoon,High,Rain,9.798718227,0.366490369,Medium,9.608976137
Mathura,Sonipat,160,Afternoon,Low,Storm,8.238189623,0.999276641,Medium,9.769136092
Noida,Faridabad,18,Morning,Medium,Rain,9.998431569,0.50248724,Medium,9.997998059
Ghaziabad,Sonipat,22,Morning,High,Storm,9.9728965,0.870019926,High,9.713049483
Delhi,Meerut,20,Morning,Medium,Clear,9.964870289,0.997742394,Medium,3.924889171
Noida,Delhi,20,Afternoon,High,Storm,7.323724722,0.747219653,Medium,9.625888115
Noida,Meerut,18,Night,High,Clear,5.198955693,0.999995646,Low,8.427848673
Noida,Gurugram,18,Morning,Low,Clear,9.490117161,0.378064493,Low,1.98404213
Ghaziabad,Mathura,22,Afternoon,Medium,Clear,3.844369392,0.943887987,Medium,9.712353848
Delhi,Mathura,20,Evening,Medium,Storm,9.941848154,0.999703898,Medium,7.382001371
Faridabad,Delhi,20,Afternoon,High,Rain,3.311046945,0.284573262,Low,9.585248708
Meerut,Delhi,20,Morning,High,Clear,9.555516749,0.550473191,Low,5.793189731
Faridabad,Delhi,20,Evening,Low,Storm,9.152465231,0.61835272,Medium,6.201900166
Mathura,Noida,18,Morning,Medium,Storm,9.743617374,0.999798837,Medium,0.459620952
Mathura,Ghaziabad,22,Morning,Low,Storm,3.843698876,0.731660746,Low,7.683434281
Delhi,Noida,20,Morning,Low,Clear,9.999266674,0.997660836,Medium,2.044600147
Sonipat,Mathura,160,Night,Low,Clear,8.502724193,0.064369837,Medium,8.56836947
Meerut,Faridabad,28,Afternoon,Low,Clear,5.664648453,0.635005909,Low,0.842041399
Gurugram,Ghaziabad,32,Morning,Medium,Rain,9.636327117,0.875799885,Medium,6.330514299
Meerut,Ghaziabad,22,Evening,Medium,Storm,2.844029124,0.782331452,Medium,0.314312215
Faridabad,Noida,18,Evening,High,Storm,1.557400142,0.999996051,Low,9.200557253
Ghaziabad,Mathura,22,Night,Medium,Storm,7.359117339,0.999983675,Medium,1.177728514
Faridabad,Delhi,20,Evening,Medium,Clear,9.448961724,0.800993691,Medium,8.433769622
Ghaziabad,Gurugram,32,Afternoon,Medium,Storm,5.717038931,0.25007581,Low,2.890865254
Ghaziabad,Gurugram,32,Morning,High,Clear,4.367007484,0.804407922,Low,1.921515796
Noida,Ghaziabad,18,Afternoon,High,Clear,9.754318289,0.996718512,Medium,9.849353749
Delhi,Ghaziabad,20,Afternoon,High,Storm,6.436865019,0.006110595,Low,0.060387296
Mathura,Delhi,20,Morning,Medium,Storm,4.685417053,0.949288163,Medium,9.049971051
Gurugram,Meerut,32,Evening,High,Storm,8.059566553,0.999500736,Medium,8.068120179
Meerut,Delhi,20,Evening,Low,Storm,6.421649304,0.176843364,Low,1.35715641
Faridabad,Sonipat,28,Night,High,Rain,9.193910491,0.804413596,Medium,9.944084242
Faridabad,Noida,18,Afternoon,High,Storm,9.48696284,0.471197287,Low,7.438880438
Gurugram,Sonipat,32,Evening,Medium,Rain,8.583093708,0.999913755,Medium,1.721022194
Sonipat,Ghaziabad,22,Morning,Medium,Rain,4.217363558,0.958695478,Medium,1.991031463
Ghaziabad,Noida,18,Night,High,Clear,9.173170407,0.887844659,Medium,9.162948577
Meerut,Faridabad,28,Night,High,Rain,9.392559757,0.828729392,Medium,1.627617425
Meerut,Ghaziabad,22,Night,Low,Clear,9.999211267,0.620689815,Medium,5.074071498
Faridabad,Noida,18,Afternoon,Low,Clear,2.478305703,0.514281498,Low,1.064248915
Sonipat,Meerut,70,Evening,Medium,Clear,9.793279309,0.011014468,Medium,9.9185339
Mathura,Noida,18,Evening,Low,Rain,1.171931598,0.422675208,Low,8.402802586
Mathura,Gurugram,32,Morning,Medium,Storm,8.841853094,0.74600095,Medium,0.093966498
Meerut,Delhi,20,Night,Medium,Rain,9.745897734,0.825997159,Medium,2.947467067
Mathura,Gurugram,32,Morning,High,Clear,9.999855377,0.54044693,Low,9.051284849
Gurugram,Sonipat,32,Night,High,Rain,9.343907019,0.828067198,Medium,4.17746736
Meerut,Faridabad,28,Morning,Low,Storm,9.509976697,0.970936626,Medium,0.435556187
Sonipat,Mathura,160,Morning,Low,Storm,3.928060116,0.993883245,Medium,9.539606884
Ghaziabad,Sonipat,22,Afternoon,Low,Storm,9.744222703,0.862389801,Medium,9.377988009
Faridabad,Ghaziabad,22,Night,Low,Rain,0.083558401,0.91356837,Medium,0.819437606
Gurugram,Ghaziabad,32,Evening,Low,Storm,0.419858532,0.829813668,Low,2.931278993
Ghaziabad,Delhi,20,Night,Low,Storm,0.048034973,0.33932266,Low,9.755576461
Noida,Faridabad,18,Night,High,Storm,9.99873914,0.552336636,Low,9.974997485
Mathura,Ghaziabad,22,Morning,High,Storm,4.204849613,0.018852295,Low,1.920490623
Gurugram,Delhi,20,Morning,Medium,Rain,4.215007041,0.975312092,Medium,0.133795414
Delhi,Ghaziabad,20,Morning,Low,Rain,9.484580963,0.951035779,Medium,0.516386712
Gurugram,Sonipat,32,Night,Low,Storm,9.999824744,0.787028838,Medium,8.520516343
Mathura,Delhi,20,Afternoon,Medium,Clear,9.9842464,0.96982074,Medium,9.986523418
Faridabad,Mathura,28,Evening,Low,Storm,0.731517588,0.1260209,Low,9.189162923
Faridabad,Mathura,28,Morning,High,Storm,0.007738015,0.946870801,Low,3.712852391
Meerut,Sonipat,70,Afternoon,Low,Clear,7.829935482,0.99999476,Medium,5.994282505
Noida,Meerut,18,Afternoon,High,Storm,1.568153911,0.850976056,Low,8.678809925
Mathura,Gurugram,32,Evening,Low,Rain,7.74150112,0.509272848,Medium,1.7396034
Noida,Delhi,20,Afternoon,High,Clear,9.413357159,0.21618501,Low,0.717517816
Faridabad,Noida,18,Night,High,Storm,9.852295136,0.939698727,High,2.263793837
Noida,Mathura,18,Evening,Medium,Clear,9.999877672,0.994803617,Medium,3.14963817
Sonipat,Ghaziabad,22,Morning,Medium,Rain,9.338962466,0.653261936,Medium,9.514789428
Faridabad,Mathura,28,Afternoon,Medium,Rain,9.537751774,0.555893862,Medium,9.999794844
Gurugram,Sonipat,32,Evening,Medium,Storm,9.999582924,0.812209708,Medium,9.965460658
Ghaziabad,Meerut,22,Night,Medium,Rain,9.907942303,0.833702114,Medium,9.953079478
Faridabad,Mathura,28,Morning,Low,Clear,0.71253469,0.597997279,Low,9.783204437
Delhi,Gurugram,20,Evening,Low,Clear,0.860710326,0.999985185,Low,5.412768382
Delhi,Faridabad,20,Night,Low,Clear,9.835136521,0.256725077,Low,3.651659693
Delhi,Meerut,20,Night,Medium,Clear,3.994310989,0.131338402,Low,8.714698575
Mathura,Gurugram,32,Morning,Medium,Storm,9.592103482,0.641978322,Medium,3.608515509
Noida,Meerut,18,Evening,High,Clear,5.066535883,0.567308147,Low,6.079238159
Meerut,Mathura,70,Night,High,Clear,0.030100474,0.975449816,Medium,1.452041289
Gurugram,Faridabad,32,Night,High,Storm,9.757109963,0.996992844,High,4.066628885
Meerut,Delhi,20,Evening,Low,Clear,9.966152892,0.993362516,Medium,9.645651333
Sonipat,Gurugram,32,Morning,Low,Rain,9.258341558,0.974788192,Medium,9.777912923
Ghaziabad,Mathura,22,Morning,High,Clear,7.636078786,0.001901709,Low,7.784441144
Sonipat,Faridabad,28,Night,Low,Rain,5.927751295,0.729935179,Medium,1.643514852
Ghaziabad,Noida,18,Afternoon,Medium,Clear,1.49795363,0.987621919,Medium,8.047182786
Noida,Meerut,18,Afternoon,Low,Rain,9.976065156,0.987193948,Medium,9.927647939
Mathura,Ghaziabad,22,Night,Low,Storm,8.923666406,0.989799858,Medium,4.034261797
Gurugram,Sonipat,32,Evening,High,Rain,9.973000387,0.523334432,Medium,5.333495761
Faridabad,Gurugram,32,Night,Medium,Clear,9.967473919,0.916954633,Medium,0.268951858
Mathura,Ghaziabad,22,Morning,Medium,Storm,9.933482973,0.150553838,Medium,9.992733945
Mathura,Meerut,70,Evening,Medium,Clear,9.968313825,0.999997027,Medium,5.486850328
Noida,Ghaziabad,18,Morning,High,Storm,4.570849985,0.985973689,Low,0.21399107
Ghaziabad,Meerut,22,Night,Medium,Clear,9.999256567,0.958775851,Medium,9.266353938
Faridabad,Meerut,28,Morning,Low,Storm,7.674041202,0.322768564,Low,9.974419533
Mathura,Ghaziabad,22,Evening,Medium,Clear,7.638716539,0.999551755,Medium,5.903426463
Delhi,Gurugram,20,Morning,High,Storm,8.938239049,0.664697029,Medium,8.452183678
Mathura,Gurugram,32,Morning,Medium,Clear,7.912136681,0.64146416,Medium,2.098227167
Mathura,Ghaziabad,22,Morning,Medium,Clear,9.790906224,0.99567858,Medium,4.989719299
Faridabad,Delhi,20,Night,Medium,Rain,9.090749891,0.148305572,Medium,9.605960054
Sonipat,Ghaziabad,22,Evening,High,Rain,4.962116879,0.977064455,Medium,9.728150824
Noida,Mathura,18,Night,Medium,Storm,9.962248989,0.998116043,Medium,2.615238544
Meerut,Sonipat,70,Evening,Medium,Storm,9.395219173,0.339043566,Medium,6.257395565
Mathura,Faridabad,28,Evening,High,Clear,9.55785668,0.724044115,Medium,8.528663439
Ghaziabad,Sonipat,22,Night,High,Clear,3.349991255,0.951166492,Low,9.989777372
Mathura,Faridabad,28,Evening,Medium,Clear,9.853903509,0.987220893,Medium,9.000073811
Ghaziabad,Gurugram,32,Evening,High,Storm,9.408035605,0.999711049,High,6.310668154
Delhi,Gurugram,20,Evening,Low,Clear,3.537355727,0.733274048,Low,0.797410639
Faridabad,Gurugram,32,Afternoon,Low,Storm,5.118161802,0.271850722,Low,9.503902806
Ghaziabad,Mathura,22,Evening,High,Clear,9.981562526,0.987670475,Medium,5.143504272
Mathura,Noida,18,Night,High,Storm,4.52069174,0.811703044,Low,8.613446762
Faridabad,Delhi,20,Afternoon,High,Rain,9.659037665,0.183598024,Medium,5.833674758
Meerut,Gurugram,32,Morning,High,Clear,7.851023192,0.999999079,Medium,7.074066848
Gurugram,Meerut,32,Morning,High,Clear,9.999679809,0.955162885,Medium,1.737181224
Noida,Meerut,18,Afternoon,High,Clear,0.316895162,0.614203523,Low,4.336134534
Faridabad,Meerut,28,Afternoon,Low,Storm,9.812548137,0.99996132,Medium,6.053859752
Noida,Faridabad,18,Morning,Medium,Clear,9.433042707,0.989061852,Medium,9.996698424
Gurugram,Noida,18,Evening,High,Clear,9.68661495,0.671768814,Medium,4.068961501
Mathura,Ghaziabad,22,Morning,Low,Rain,9.997584094,0.801465788,Medium,3.345903802
Delhi,Meerut,20,Night,Low,Rain,9.999725868,0.999765538,Medium,9.593002885
Meerut,Gurugram,32,Night,Medium,Clear,7.922980852,0.999996484,Medium,0.006540929
Faridabad,Gurugram,32,Evening,Low,Storm,5.573721381,0.506446746,Low,9.982405851
Gurugram,Noida,18,Afternoon,Low,Clear,2.914603579,0.622943691,Low,0.006895391
Meerut,Delhi,20,Morning,Low,Storm,9.605215311,0.977147838,Medium,5.018731192
Meerut,Ghaziabad,22,Morning,High,Storm,6.763357863,0.980719133,Medium,7.870044924
Mathura,Delhi,20,Afternoon,Medium,Clear,9.999994296,0.983514718,Medium,7.454644749
Mathura,Gurugram,32,Afternoon,High,Clear,9.994004698,0.861657123,Medium,2.309721213
Ghaziabad,Gurugram,32,Night,High,Storm,0.566007103,0.006691667,Low,6.731989376
Ghaziabad,Mathura,22,Morning,High,Storm,4.427654706,0.716592055,Low,1.764955787
Mathura,Delhi,20,Night,Low,Clear,8.268028976,0.948776519,Medium,9.965125512
Mathura,Gurugram,32,Morning,High,Storm,9.993074126,0.99845463,High,9.820743953
Faridabad,Gurugram,32,Night,High,Storm,7.875299917,0.677538372,Medium,9.746658898
Noida,Mathura,18,Evening,Medium,Rain,5.638088122,0.957793266,Medium,8.024686325
Sonipat,Delhi,20,Night,Low,Storm,8.075783615,0.017803541,Low,7.821209855
Noida,Faridabad,18,Evening,High,Clear,8.985222601,0.888123235,Medium,1.359524794
Delhi,Faridabad,20,Evening,Medium,Clear,9.056045967,0.99780219,Medium,1.045686189
Meerut,Delhi,20,Evening,Low,Rain,6.630892092,0.999973995,Medium,5.492494111
Sonipat,Mathura,160,Night,High,Storm,9.965084035,0.768333288,High,9.671337894
Mathura,Gurugram,32,Night,Low,Storm,8.594956936,0.429477072,Low,0.162579097
Gurugram,Meerut,32,Morning,High,Storm,9.984306543,0.949998942,High,8.982749379
Ghaziabad,Mathura,22,Morning,High,Storm,3.131243761,0.951043014,Low,2.869408745
Sonipat,Mathura,160,Afternoon,Low,Rain,3.337378936,0.228085635,Medium,7.516689647
Ghaziabad,Sonipat,22,Evening,Medium,Rain,6.42525252,0.79130992,Medium,1.109115609
